FLAG	DETAILS	TITLE	ILLUSTRATION	RIGHT-BTN	LEFT-BTN	MID-BTN	QOOK
$flow.nointernet.fiberbox.NormalRxValues	Vérifier dans <LQ>VTI - Gestion de l'offre - Dashboard santé - Router - See History - RX<RQ> <N>Si RX est > -11 dBm, ce n'est pas normal<N>ou<N> si RX < -21 dBm, ce n'est pas normal	Les valeurs RX sont dans la norme ? (au-dessus de -21dBm)	vti/rx-values	Oui	Non		
$flow.nointernet.fiberbox.BootSequence	<T>- Fiber LED RED (steady/blinking),<N><T> - Fiber LED GREEN BLINKING,<N> WWW OFF,<N> Fiber LED OFF	La séquence de boot est-elle :					
$flow.nointernet.fiberbox.FiberLedGreenStable		La LED Fiber est comment ?		Verte et stable	Rouge	Clignotante Rouge/Vert	
$flow.nointernet.fiberbox.IconRedNoRX		Aucune valeur RX et icône rouge ?					
$flow.nointernet.so._CreateTicketModemCNX	Un ticket [521] sera automatiquement généré lors du passage à l'étape suivante (une copie du contenu sera envoyée à ta boîte e-mail). Ne pas créer manuellement un ticket (SuperOffice). <N><N>Informer que :<N><T>- un ticket technique sera transmis à notre département technique pour une analyse approfondie.<N><T>- il pourrait être contacté.<N><T>- il recevra un retour dès que possible.<N><T> - <em>la box doit toujours être alimentée par courant électrique (230V) et branchée à une prise (SFP, fibre optique, OTO) durant toute la durée de traitement d'un ticket.<em>	Création automatique du ticket [521] dans SuperOffice				Envoyer	
$flow.nointernet.so._InformTicketStatus	Saisir les infos manquantes si notées dans le ticket.	Informer le client sur le statut du ticket.	general/conversation				
$flow.nointernet.so.ModemConnectionTicketOpen		Y a-t-il un ticket SO 1.Modem Connection [521] ouvert ?					
$flow.nointernet.so.IsTicketOpened	Soit ticket technique :<N><T>- Services TV et Vidéo - Problème avec Salt TV<N><T>- Connexion du modem<N><T>- Problème de WiFi / Wlan<N><T>- Box Swap (under condition)<N><T>- WWW LED OFF<N><N>Soit ticket lié à la commande : <N><T>- Plug in Use info<N><T>- OTO Given by customer<N><T>- Order Status check request<N><T>- OTO - Wrong OTO connected<N><N>Soit ticket lié à d'autres demandes :<N><T>- Déménagement<N><T>- Résiliation<N><N>Le statut du ticket peut être : Raised / Pending customer / Pending other teams / Re-open / Pending future date<N><N>Vérifier également dans “VTI -> Vie du client” et SO -> Vérifier s'il existe un wrap-up concernant des interactions récentes avec le client.	Vérifier dans SO “Cases” et “Email” si un ticket lié au même problème est ouvert	so/techticketopened	Recaller	Pas de ticket récent		https://cs.salt.ch/scripts/ticket.fcgi?_sf=0&action=searchTable&table=person&_activeMenu=1
$flow.nointernet.vti.CheckContractorVTI	Rechercher le client avec<N><T>- le numéro de compte de facturation,<N><T>- le nom,<N><T>- l'adresse e-mail,<N><T>- etc.<N><N>Vérifier dans VTI que le contrat ouvert corresponde bien au client.<N>Copier (CTRL + C) le numéro VoIP et le coller (CTRL + V) dans le champ VoIP N°.<N><N>Vérifiez que la personne sera joignable au numéro saisi dans <Q>Contact Number<Q>.<N>Saisir un autre numéro si besoin.	Le client est-il clairement identifiable dans VTI ?	vti/copy_all	Correct	Introuvable		https://qoof.salt.ch/knowledge/admin/tools/search_customers_in_vti
$flow.nointernet.vti.ActivationDone	Provisioning terminé dans VTI ?	Le client est-il activé ?	vti/provisioning-completed				https://qoof.salt.ch/knowledge/admin/order/comand_completed
$flow.nointernet.vti.IconStatusBoxManagement	Vérifier dans VTI > Gestion de l'offre > Dashboard santé > Routeur<N><T>- <b>Rafraîchir<b> (bouton à droite)<N><T>- WANMGT doit être vert<N><T>- WANHSI doit être vert	Le statut du routeur (WANMGT, WANHSI) est-il VERT ?	flow/nointernet/vti/IconStatusBoxManagement-fr	Vert	Rouge		
$flow.nointernet.vti.IsBarred	Services Internet bloqués par Finance :<N><T>- VTI -> Gestion de l’offre -> Dashboard santé -> ONT Config TFTP<N><N>Si bloqués :<N><T>- IP4_Gateway=127.0.0.1<N><T>- IP6_StaticGateway=::1	Est-ce que le client est bloqué ?	vti/Databarred				
$flow.nointernet.postLedChecks.WasInternetWorkingBefore	Vérifier dans l'historique du Box Management	Internet fonctionnait avant ?					
$flow.nointernet.postLedChecks.IsSerialNumberCorrect	<N><T>1. Placez la box devant vous<N><T>2. Retournez-la<N><T>3. Placez les deux pouces sur la soucoupe<N><T>4. Poussez vers l'avant<N><T>5. Enlevez complètement la soucoupe<N><T>6. Le N° de série est indiqué à la suite de S/N: 	Le numéro de série de la box au domicile du client correspond-il au numéro dans VTI ?	box/serialfind				
$flow.nointernet.postLedChecks._ReadSerialNumber	Assister le client<N>Lui expliquer clairement toutes les étapes (manuelles) pour trouver le numéro sur la Box.	Saisir le numéro de série de la Box					
$flow.nointernet.postLedChecks._ReadRXValues	Assister le client<N>Lui indiquer comment trouver la valeur RX.<N>S'il n'est pas possible d'obtenir les valeurs RX et que l'Apple TV est le seul appareil dans le foyer, veuillez saisir <b>aaa<b>.<N><N><em>Si la redirection vers la page de login ne fonctionne pas, il faut la saisir à la main :<N>192.168.1.1/login.htm<em>	Saisir les valeurs RX (Console d'admin Fiber Box au domicile)	box/AdminRX-fr	Valeurs RX ou aaa	Sequence de boot anormale	WiFi Invisible	https://youtube.com/watch?v=vB61nkVrqj0|https://qoof.salt.ch/fr/knowledge/technical/modem_router/boot_led_sequence#v%C3%A9rification-des-s%C3%A9quences
$flow.nointernet.so.tckets._SwapBox	Un ticket [523] sera automatiquement généré lors du passage à l'étape suivante (une copie du contenu sera envoyée à ta boîte e-mail). Ne pas créer de ticket manuellement (SuperOffice).<N><N>Informer que :<N><T>- un ticket technique sera transmis à notre service technique pour une analyse approfondie.<N><T>- le client sera éventuellement contacté.<N><T>- il recevra un retour dès que possible.<N><T> - <em>la box doit toujours être alimentée par courant électrique (230V) et branchée à une prise (SFP, fibre optique, OTO) pendant toute la durée de traitement d'un ticket.<em>	Création automatique du ticket [523] dans SuperOffice					
$flow.nointernet.fiberbox.IsWWWLedOff		Est-ce que la LED WWW est verte ?		Verte	Éteinte		https://qoof.salt.ch/fr/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.IsWWWLedGreen		Est-ce que la LED WWW est verte ?		Verte	Éteinte		https://qoof.salt.ch/fr/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.WhatIsFiberLEDStatus		Comment est la LED Fiber ?		Verte stable		Rouge, clignotante ou éteinte	
$flow.nointernet.so.tckets._TvProblem		Créer un ticket 541					
$flow.nointernet.fiberbox.FiberLedOff		La LED Fiber est OFF ?					
$flow.nointernet.customer.HasCustomerLEXnetworkIssue	Trouver le LEX et l'OLT dans VTI, comparer avec la liste des incidents de service dans Qoof	Y a-t-il un incident dans le LEX ?	vti/lexincident	Oui, informez que l'incident en cours de résolution			https://qoof.salt.ch/bug/services/services_major_incidents
$flow.nointernet.so.tckets._SOWWWLedOff	<N>Informer que :<N><T>- un ticket technique sera transmis à notre service technique pour une analyse approfondie.<N><T>- le client pourrait être contacté.<N><T>- il recevra un retour dès que possible.<N><T>- <em>la box doit toujours être alimentée par courant électrique (230V) et branchée à une prise (SFP, fibre optique, OTO) pendant toute la durée de traitement d'un ticket.<em>'	Création automatique du ticket [524] dans SuperOffice					
$flow.nointernet.fiberbox.IsBoxReachable	Mettre à jour le statut de la box dans VTI > <Q>Gérer la box<Q> > <Q>Actualiser status<Q><N>(Important : à effectuer chaque fois ! Sinon, vous ne verrez pas le statut réel de la box.)<N>Si la box n'est pas accessible, vérifier à quelle date elle a été en ligne pour la dernière fois. Demander au client s'il y a eu un déménagement ou des travaux (réparations/rénovations, peinture etc.) à cette date-là.	Dans VTI : la Box est-elle accessible ?	vti/IsBoxReachable_en				
$flow.nointernet.fiberbox._IsBootAbnormal	Dans une séquence de démarrage normale, les 3 premières LEDs clignotent une par une en partant de la gauche, puis deviennent vertes et stables<N>1. Power <N>2. Fiber <N>3. WWW<N><N>Séquences de LED normales :<N>NON STOP REBOOT (redémarre sans arrêt)<N>LED Fiber clignotante/verte<N>WWW LED OFF	La séquence de démarrage était-elle anormale ?		Pas normale	WWW éteinte/Fiber clignote	Tout est normal	https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#startphase
$flow.nointernet.fiberbox.WhatColorBlink		LED Fiber clignotant en rouge ou vert		Rouge	Vert		
$flow.nointernet.fiberbox.WhichWeirdBoot	# Power vert, Fibre rouge, aucune autre LED<N><T>- Power vert, Fibre rouge, <N><T>- aucune autre LED <N><N># Toutes les LED LAN sont vertes, Power vert, Fibre rouge, aucune autre LED<N><T>- Power vert, Fibre rouge, <N><T>- aucune autre LED, <N><T>- à l'arrière de la box, toutes les LED vertes des ports LAN sont allumées même si aucun câble LAN n'est branché<N><N># Toutes les LED 1 sec, Power vert, Fibre rouge <N><T>- toutes les LED pendant une seconde<N><T>- Power vert, aucune autre LED ne démarre dans les premières 90 secondes après avoir été alimentée<N><N># Non stop Reboot<N>aucun périphérique USB n'est branché et la box redémarre toujours : <N><T>- Power vert, Fiber rouge <N><T>- toutes les LEDs pendant une seconde <N><T>- Et encore et encore...	Quel démarrage n'a pas été effectué normalement ?					
$flow.nointernet.vti.IsWishDatePassed	La date souhaitée (wish date) peut être trouvée sous :<N>Vie du client > Ligne <Q>Subscription<Q> <N><N>si la date souhaitée est déjà passée, le deuxième niveau devra investiguer, si la date souhaitée n'est pas encore passée, dites au client qu'il sera connecté à la date souhaitée.	La wish date dans VTI est déjà passée ?	vti/whishdate				
$flow.nointernet.vti._SoOrderNotComplete	Un ticket sera automatiquement généré lors du passage à l'étape suivante. Ne pas en créer un manuellement (SuperOffice). Une copie du contenu vous sera envoyée par e-mail.<N><N> Informez le client comme suit :<N><T>- un ticket technique est transmis à notre département technique pour une analyse approfondie.<N><T>- il peut être contacté.<N><T>- il recevra un feedback dès que possible.<N><T> - <em> la box doit toujours être alimentée (230V) et branchée (SFP, Fibre, OTO) pendant toute la durée de traitement d'un ticket.<em>	Création automatique de ticket [414] dans SuperOffice					
