FLAG	DETAILS	TITLE	ILLUSTRATION	RIGHT-BTN	LEFT-BTN	MID-BTN	QOOK
$flow.nointernet.so.IsTicketOpened	O tecnico:<N><T>- Servizi TV e Video - problema con Salt TV <N><T>- Connessione del modem<N><T>- Problema di WiFi / Wlan<N><T>- Box Swap (under condition)<N><T>- LED WWW spento<N><N>O legato all'ordine: <N><T>- Info Plug in Use<N><T>- OTO fornito dal cliente<N><T>- Richiesta di stato dell'ordine<N><T>- È collegato l'OTO sbagliato<N><N>O richieste di:<N><T>- Trasloco<N><T>- Disdetta<N><N>Lo stato del ticket può essere: Raised / Pending customer / Pending other teams / Re-open / Pending future date<N><N>Verificare anche in VTI -> Eventi del cliente e SO -> Wrap-Up per le interazioni recenti con il cliente.	Verificare in S.O. «Cases» e «Email» se è aperto un ticket legato allo stesso problema	so/techticketopened	Recaller	Nessun ticket recente		https://cs.salt.ch/scripts/ticket.fcgi?_sf=0&action=searchTable&table=person&_activeMenu=1
$flow.nointernet.vti.CheckContractorVTI	Cercare il cliente tramite<N><T>- il numero di conto di fatturazione,<N><T>- il cognome,<N><T>- l'indirizzo e-mail,<N><T>- ecc.<N><N>Verificare in VTI che il contratto aperto corrisponda al cliente.<N>Copiare (CTRL + C) il numero VoIP e incollarlo (CTRL + V) nel campo VoIP N°.<N><N>Verificare che la persona sia raggiungibile al numero inserito in <Q>Contact Number<Q>.<N> Inserire un altro numero, se necessario.	Il cliente è correttamente identificato?	vti/copy_all	È quello giusto	Introvabile		https://qoof.salt.ch/knowledge/admin/tools/search_customers_in_vti
$flow.nointernet.vti.ActivationDone	Provisioning completed in VTI?	Il cliente è attivato?	vti/provisioning-completed				https://qoof.salt.ch/knowledge/admin/order/comand_completed
$flow.nointernet.vti.IconStatusBoxManagement	Verificare in VTI > Gestione dell'abbonamento > Healthcheck > Router<N><T>- <b>Rafraîchir<b> (tasto destro)<N><T>- WANMGT deve essere verde<N><T>- WANHSI deve essere verde	Lo stato del routeur (WANMGT, WANHSI) è VERDE?	flow/nointernet/vti/IconStatusBoxManagement-it	Verde	Rosso		
$flow.nointernet.vti.IsBarred	Servizi Internet bloccati da Finance :<N><T>- VTI -> Gestione dell'abbonamento -> Healthcheck -> ONT Config TFTP<N><N>Se bloccati:<N><T>- IP4_Gateway=127.0.0.1<N><T>- IP6_StaticGateway=::1	Il cliente è bloccato?	vti/Databarred				
$flow.nointernet.postLedChecks.WasInternetWorkingBefore	Verificare nella cronologia del Box management	Internet funzionava prima?					
$flow.nointernet.postLedChecks.IsSerialNumberCorrect	<N><T>1. Mettere il Box davanti a sé<N><T>2. Girarlo sottosopra<N><T>3. Mettere i pollici sul disco<N><T>4. Spingere in avanti<N><T>5. Togliere completamente il disco<N><T>6. Il numero di serie si trova dopo S/N: 	Il numero di serie del box di casa corrisponde a quello in VTI ?	box/serialfind				
$flow.nointernet.postLedChecks._ReadSerialNumber	Accompagnare il cliente<N>Spiegare chiaramente tutte le tappe (manuali) per trovare il numero sul Box.	Inserire il numero di serie del box					
$flow.nointernet.postLedChecks._ReadRXValues	Accompagnare il cliente<N>Indicare come trovare il valore RX.<N> Se i valori non possono essere ottenuti e se l'unico dispositivo in casa è l'AppleTV, inserire <b>aaa<b>.<N><N><em> Se il reindirizzamento alla pagina di login non viene effettuato, è necessario digitarlo a mano:<N>192.168.1.1/login.htm<em>	Inserire i valori RX (Console d'amministrazione Fiber Box a casa)	box/AdminRX-it	Valori RX o aaa	Sequenza di riavvio anomala	WiFi Invisibile	https://youtube.com/watch?v=vB61nkVrqj0|https://qoof.salt.ch/fr/knowledge/technical/modem_router/boot_led_sequence#v%C3%A9rification-des-s%C3%A9quences
$flow.nointernet.so.tckets._SwapBox	Un ticket [523] sarà generato automaticamente all'avanzamento alla fase successiva. Non crearne uno manualmente (SuperOffice). Una copia del contenuto sarà inviata alla tua casella di posta elettronica.<N><N>Informare che:<N><T>- un ticket verrà trasmesso al nostro servizio tecnico per un'analisi approfondita.<N><T>- potremmo contattarlo.<N><T>- riceverà un feedback appena possibile.<N><T>- <em>il box deve restare attaccato alla presa di corrente (230V) e collegato (SFP, Fiber, OTO) durante tutta la durata del ticket.	Creazione automatica del ticket [523] in SuperOffice					
$flow.nointernet.fiberbox.IsWWWLedOff		Il LED WWW è verde?		Verde	Spento		https://qoof.salt.ch/fr/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.IsWWWLedGreen		Il LED WWW è verde?		Verde	Spento		https://qoof.salt.ch/fr/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.WhatIsFiberLEDStatus		Com'è il LED Fiber ?		Verde stabile		Rosso, lampeggiante o spento	
$flow.nointernet.so.tckets._TvProblem		Creare un ticket 541					
$flow.nointernet.fiberbox.FiberLedOff		Il LED FIBER è spento ?					
$flow.nointernet.customer.HasCustomerLEXnetworkIssue	Trovare il LEX e l'OLT in VTI, confrontarli con l'elenco degli incidenti di servizio in Qoof	C'è un incidente in LEX ?	vti/lexincident	Sì, dire che il problema è in fase di risoluzione			https://qoof.salt.ch/bug/services/services_major_incidents
$flow.nointernet.so.tckets._SOWWWLedOff	<N>Informare che:<N><T>- un ticket verrà trasmesso al nostro servizio tecnico per un'analisi approfondita.<N><T>- potremmo contattarlo.<N><T>- riceverà un feedback appena possibile.<N><T>- <em>il box deve restare attaccato alla presa di corrente (230V) e collegato (SFP, Fiber, OTO) durante tutta la durata del ticket.<em>	Creazione automatica del ticket [524] in SuperOffice					
$flow.nointernet.fiberbox.IsBoxReachable	"Aggiornare lo stato della casella in VTI > ""Gérer la box"" > ""Update status""<N>(Importante: da fare ogni volta!) Altrimenti non vedrete lo stato attuale del box.)<N>Se il box non è accessibile, spuntate l'ultima volta che è stato online. Chiedete al cliente se in quella data c'è stato un trasloco o un lavoro (riparazioni/ripristini, verniciatura, ecc.)."	In VTI: il box è raggiungibile?	vti/IsBoxReachable_en				
$flow.nointernet.fiberbox._IsBootAbnormal	In una normale sequenza di avvio, i primi 3 LED lampeggiano uno ad uno partendo da sinistra e poi diventano verdi e stabili<N>1. Power <N>2. Fiber <N>3. WWW<N><N>Sequenze anomale dei LED:<N>Il riavvio ricomincia invece di continuare<N>LED Fiber che lampeggia in rosso/verde<N>LED WWW spento	La sequenza di avvio era anomala?		Anomala	WWW spento/Fiber lampeggia	Tutto normale	https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#startphase
$flow.nointernet.fiberbox.WhatColorBlink		LED Fiber lampeggia in rosso o verde		Rosso	Verde		
$flow.nointernet.fiberbox.WhichWeirdBoot	La data desiderata (wish date) può essere trovata in :<N>Eventi del cliente > Riga <Q>Subscription<Q> <N><N>se la data desiderata è passata, allora il secondo livello dovrà indagare, altrimenti se la data desiderata non è ancora passata, dite al cliente che sarà collegato alla data desiderata.	Di quale avvio anomalo si tratta?					
$flow.nointernet.vti.IsWishDatePassed		In VTI, la wish date è già passata?	vti/whishdate				
$flow.nointernet.vti._SoOrderNotComplete	Un ticket verrà generato automaticamente al passaggio successivo. Non crearne uno manualmente (SuperOffice). Una copia del contenuto sarà inviata alla tua casella di posta.<N><N><N>Informare che:<N><T>- un ticket tecnico verrà inoltrato al nostro ufficio tecnico per un'analisi approfondita.<N><T>- può essere contattato.<N><T>- riceverà un feedback il più presto possibile.<N><T> - <em>il box deve essere sempre alimentato (230V) e collegato (SFP, Fiber, OTO) durante tutta la vita di un ticket.<em>	Creazione automatica del ticket [414] in SuperOffice					
