FLAG	DETAILS	TITLE	ILLUSTRATION	RIGHT-BTN	LEFT-BTN	MID-BTN	QOOK
$flow.wifi.WifiButtonBroken	(beim Drücken kehrt er nicht in seine ursprüngliche Position zurück)	Ist die WiFi-Taste defekt?					
$flow.wifi.WifiOnInDashboard		Sind die 2 WiFi grün im Dashboard (Angebotsverwaltung)?	vti/WifiOnInDashboard-de				https://qoof.salt.ch/de/knowledge/technical/modem_router/check_in_vti_if_wifi_is_active
$flow.wifi.WiFiPasswordAccepted		Wird das WiFi-Passwort akzeptiert?					https://qoof.salt.ch/de/customer-process/configure/admin_console/change_wifi_name_and_password
$flow.wifi.WifiVisibleByAppleTV	(Das LAN-Kabel zuvor vom Apple TV trennen.)<N><N>Apple TV -> Einstellungen -> Netzwerk -> WLAN<N>Den Namen eines kompatiblen Wi-Fi-Netzwerks zur Verbindung wählen.	Ist WiFi auf dem Apple TV sichtbar?					
$flow.wifi.WifiVisibleOnDevice		Ist WiFi auf dem Gerät sichtbar?					
$flow.wifi._MoveCloseUnplugRepeater		Gehen Sie nahe an die Box heran und stellen Sie sicher, dass Sie sich nicht in Reichweite eines WiFi-Repeater befinden	box/getClose	Nahe an die Box und kein Repeater	Kann sich nicht nähern oder den Repeater ausstecken		
$flow.lan.TestWithAppleTV		Versuchen wir einen Test mit dem Apple TV im LAN			Kann Apple TV nicht mit LAN nutzen		
$flow.wifi._ConnectWiFIToFiveGH	Dem Kunden helfen, sein Gerät mit dem WiFi 5 Ghz-Netzwerk zu verbinden.<N>Unter dem folgenden Link sind die Schritte aufgeführt, die je nach Gerät zu befolgen sind.	Verbindung mit dem 5 Ghz WiFi-Netzwerk der Box herstellen.					https://www.salt.ch/device-help/?page=topic/wifi/wifi-configuration/device
$flow.wifi._ConnectWiFIToTwoDotFourGH	Dem Kunden helfen, sein Gerät mit dem WiFi 2,4 Ghz-Netzwerk zu verbinden.<N>Unter dem folgenden Link sind die Schritte aufgeführt, die je nach Gerät zu befolgen sind.	Verbindung mit dem 2,4 Ghz WiFi-Netzwerk der Box herstellen.					https://www.salt.ch/device-help/?page=topic/wifi/wifi-configuration/device
$flow.wifi.WhyCannotConnectWithLan		Wieso kann keine Verbindung zum LAN hergestellt werden?		Hat kein LAN-Gerät	LAN funktioniert nicht		
$flow.lan._TestWithAnotherLanDevice	Wenn der Kunde ein anderes Gerät hat, das er im LAN anschliessen kann, soll er es wie bisher direkt an die Box und den Ethernet-Anschluss anschliessen	Versuchen Sie es mit einem anderen Gerät im LAN		Alles bereit, testen wir	Kein anderes LAN-Gerät verfügbar		
$flow.wifi._CanSeeGoogle	Lasst den Kunden einen Browser öffnen und gebt google.com ein<N>Wenn er es erreichen kann, wird kein Ticket erstellt <b>es sei denn, ihr gebt die URL oder die App an<b>, die immer noch nicht funktioniert.	Google und dann andere URLs auf dem Browser des Geräts testen		Konnte Google sehen	überhaupt keine Verbindung	Kann Google sehen, aber keine anderen URLs	
$flow.lan.OkToTryWifi	In den meisten Fällen verfügt der Kunde über Wi-Fi-Geräte, und es wird sehr nützlich sein, zu wissen.<N> Bitte den Kunden einfach, sich mit einem Gerät über Wi-Fi zu verbinden.	Versuchen wir nun zu prüfen, ob es über Wi-Fi funktioniert 	customer/google_wifi	Wi-Fi funktioniert	Funktioniert auch nicht über Wi-Fi.	did not test WiFi	
$flow.lan.LetsCheckYourWiFi	Bitte den Kunden, einen Browser auf einem mit Wi-Fi verbundenen Gerät zu öffnen und google.com zu besuchen.	Die LAN-Verbindung funktioniert, testen wir jetzt Ihre Wi-Fi-Verbindung	customer/google_wifi	Wi-Fi funktioniert auch	Hat nicht funktioniert		
$flow.wifi._CanSeeGoogle	Lasst den Kunden einen Browser öffnen und gebt google.com ein<N>Wenn er es erreichen kann, wird kein Ticket erstellt <b>es sei denn, ihr gebt die URL oder die App an<b>, die immer noch nicht funktioniert.	Google und dann andere URLs auf dem Browser des Geräts testen		Konnte Google sehen	überhaupt keine Verbindung	Kann Google sehen, aber keine anderen URLs	
$flow.lan.OkToTryWifi	In den meisten Fällen verfügt der Kunde über Wi-Fi-Geräte, und es wird sehr nützlich sein, zu wissen.<N> Bitte den Kunden einfach, sich mit einem Gerät über Wi-Fi zu verbinden.	Versuchen wir nun zu prüfen, ob es über Wi-Fi funktioniert 	customer/google_wifi	Wi-Fi funktioniert	Funktioniert auch nicht über Wi-Fi.	did not test WiFi	
$flow.lan.LetsCheckYourWiFi	Bitte den Kunden, einen Browser auf einem mit Wi-Fi verbundenen Gerät zu öffnen und google.com zu besuchen.	Die LAN-Verbindung funktioniert, testen wir jetzt Ihre Wi-Fi-Verbindung	customer/google_wifi	Wi-Fi funktioniert auch	Hat nicht funktioniert		
