FLAG	DETAILS	TITLE	ILLUSTRATION	RIGHT-BTN	LEFT-BTN	MID-BTN	QOOK
$flow.tv.remote.satltv._MakeSureBatteriesCoerrectlyInstalled		Stellen Sie sicher, dass die Batterien korrekt in die Fernbedienung eingelegt sind	tv/salttv_remote/batteries				
$flow.tv.remote.satltv.CanReplaceBatteries		Können Sie die Batterien jetzt austauschen?					
$flow.tv.remote.satltv._ReplaceBatteriesThenCallUsBack		Bitte ersetzen Sie sie und rufen Sie uns zurück					
$flow.tv.remote.satltv.IsAppleTVFourthGen	Die Apple Support-Seite öffnen<N>Prüfen, ob das Design und die Modellnummer mit der von Apple TV 4K oder Apple TV HD übereinstimmen.	Ist das Apple TV eine vierte Generation?					https://support.apple.com/HT200008
$flow.tv.remote.satltv.IsLatestSaltTVAppInstalled		Ist die neueste Salt TV-App installiert?					
$flow.tv.remote.satltv._SteupSaltTVRemoteWithRegularTV		Versuchen Sie, die Salt TV-Fernbedienung mit dem normalen Fernseher einzurichten					
$flow.tv.remote.satltv.DoesVolumeOnTvChange		Verändert sich die Lautstärke auf dem Fernseher?					
$flow.tv.remote.satltv.WasThePurchaseDoneLessThanOnYearAgo		Wann haben Sie die Fernbedienung gekauft?<N<>Vor mehr als einem Jahr?					
$flow.tv.remote.satltv._GoToStoreToReplace	Kaufbeleg zu einem Salt Store mitnehmen<N>Die Fernbedienung wird ersetzt	Gehen Sie zu einem Store, um sie zu ersetzen					
$flow.tv.remote.satltv._NeedToBuyOneNew		Die Garantie ist abgelaufen. Ihre Fernbedienung scheint defekt zu sein.<N>Sie müssen eine neue kaufen.					
$flow.tv.hardware.IsAppleTVvisibleOnTVScreen	Der klassische Start-Bildschirm, der Icons von vorinstallierten Apps enthält.<N>(z.B. App Store) 	Ist der Apple TV Home Screen auf dem Fernseher sichtbar?	tv/tvhomescreen	Ja	Nein		
$flow.tv.hardware._MakeSurePowerCableWellPlugged	Sicherstellen, dass das Stromkabel gut eingesteckt ist.<N>Bei Bedarf die Wandsteckdose wechseln.	Ist das Stromkabel richtig eingesteckt?	tv/powercablepluggedin	Kabel OK			
$flow.tv.hardware.WhiteLightLids	Wenn die LED korrekt mit Strom versorgt wird, leuchtet sie stabil und weiss. 	Leuchtet die weisse LED (Statusanzeige) auf dem Apple TV?	tv/statusled	Ja, weiss	Anders		https://support.apple.com/de-ch/guide/tv/atvba38a4135/tvos
$flow.tv.hardware._CheckHDMIcnx	Prüfen, ob die physische HDMI-Anschluss Nummer mit der auf dem Fernsehen ausgewählte<Q>INPUT/SOURCE<Q> Typ übereinstimmt.<N>Wenn möglich,  das HDMI-Kabel wechseln.	Die HDMI-Kabelverbindung überprüfen	tv/hdmiconnection	Verbindung OK			https://youtu.be/3kCLLJ3m-VA?t=271 
$flow.tv.hardware._RepairProcess	Den Kunden ermutigen, den Reparaturantrag online einzureichen.	Das Apple TV muss repariert werden					https://qoof.salt.ch/de/customer-process/use_trouble/replacement_and_repair/repair_equipment_fiberbox_tvbox_accessories#salt-fiber-box-fiber-zubeh%C3%B6r-und-apple-tv-4k
$flow.tv.install.IsSaltIconVisibleOnAppleTV		Ist das Salt TV App-Icon sichtbar?	tv/salttvicon	Ja 	Nein		
$flow.tv.install._OpenAppleStore		Öffnen Sie den App Store auf dem Apple TV					
$flow.tv.install.CanSeeSaltTVOnAppleStore	Salt in das Suchfeld eingeben	Ist Salt TV im App Store verfügbar?					
$flow.tv.install.HasAppleId		Haben Sie eine Apple ID (Apple-Konto)?					
$flow.tv.install.CanCreateAppleAccount	Nimmt euch die Zeit mit dem Kunden, um ihm bei der Erstellung der Apple ID zu helfen.<N>Stellt sicher, dass ihr die Schweiz als Land auswählt.	Möchten Sie eins erstellen?					
$flow.tv.install.HasSwissAppleID	Eine Apple ID, die durch die Auswahl eines anderen Landes als der Schweiz erstellt wurde, erlaubt es nicht, Salt TV herunterzuladen. 	Ist die Apple ID eine schweizerische Apple ID?		Schweizer Apple ID	Keine Schweizer Apple ID		
$flow.tv.install.WantToChangeToSwiss	"Der Kunde kann später bei Bedarf jederzeit wieder in ein anderes Land wechseln.<N>Lest ""Vorgehensweise vor dem Ändern deines Landes oder deiner Region"" über den Link unten, um die Bedingungen für den Wechsel der Sprache einer Apple ID zu kennen."	Wäre es in Ordnung, wenn Sie das Land Ihrer Apple-ID auf die Schweiz umstellen würden?					https://support.apple.com/ch-de/HT201389
$flow.tv.install._HowToChangeAppleIDtoSwiss	"Es gibt verschiedene Möglichkeiten, die Sprache zu ändern (auf dem iPhone, iPad, iPod touch, einem Mac-Computer oder der Apple-ID-Webseite).<N> Hier ist die Apple-ID-Webseite:<N> Auf einem Web-Browser <N><T>1. Melden Sie sich unter https://appleid.apple.com/ mit Ihrer Apple ID an <N><T>2. Blättern Sie zum Abschnitt Konto und klicken Sie dann auf Bearbeiten.<N><T>3. Wählen Sie im Menü Land/Region Ihr neues Land oder Ihre neue Region aus.<N><T>4. Wenn Sie gefragt werden, ob Sie Ihr Land oder Ihre Region ändern möchten, klicken Sie auf ""Weiter zur Aktualisierung""."	Ändern wir Ihr Apple-ID-Land!					
$flow.tv.install._InstallSaltTV	 Im Qoof-Dokument sind <Q>YouTube<Q>-Tutorials für Kunden mit oder ohne Apple-ID verfügbar.	Die Salt Tv App herunterladen und installieren					https://qoof.salt.ch/de/customer-process/configure/manage_appletv_salttv/salttv/salttv_download_tipps_and_tricks
$flow.tv.install._LogInWithSwissAppleID		Anmeldung mit einem Schweizer Apple TV-Konto					
$flow.tv.install._CreateAppleIDorBypass	1. SCHWEIZ als Land auswählen.<N>2. Das Apple TV mit der Fiber Box verbinden, um <Q>Zero sign in<QR> zu ermöglichen.<N>3. Den Apple-ID-Eingabeschritt überspringen.<N>4. Salt als TV-Anbieter auswählen.	Das Apple TV an die Fiber Box anschliessen, um Salt TV automatisch zu installieren					
$flow.tv.install._ResetAppleTV	Zu:<N><T>- Einstellungen<N><T>- System<N><T>- Zurücksetzen<N>gehen.	Apple TV auf Werkseinstellungen zurücksetzen (Reset)					https://support.apple.com/de-ch/HT202118
$flow.tv.app._QuitAndRelaunchSaltTV	Die Taste <Q>Home<Q> zweimal schnell drücken.<N>Auf der Touch-Oberfläche der Siri Remote nach links oder rechts streichen, um zur Salt TV App zu wechseln.<N>Auf der Touch-Oberfläche der Siri Remote nach oben streichen, um die Salt TV App zu verlassen.<N>Die <Q>Menü<Q> Taste drücken, um zum Start-Bildschirm zurückzukehren dann die Salt TV App neustarten.	Die Salt TV-App neustarten					https://support.apple.com/de-ch/guide/tv/atvbbcec4f4e/tvos
$flow.tv.app.ProblemSolved	Bestätigt der Kunde, dass alle Sender einwandfrei funktionieren?	Ist das Problem gelöst?		Alles OK	Nein		
$flow.tv.app._CheckIfAppleTVNeedsUpdate	Wenn eine Aktualisierung erforderlich ist, das Apple TV aktualisieren.<N><T>- Zu: <Q>Einstellungen - System - Softwareupdates<Q> gehen <N><T>- <Q>Software aktualisieren<Q> auswählen	Ist die Apple TV 4K-Software auf dem aktuellsten Stand?		Aktualisiert			https://support.apple.com/de-ch/guide/tv/atvb7e0a4ea5/tvos
$flow.tv.app._RebootAppleTV	Zu:<N><T>- Einstellungen<N><T>- System<N><T>- Neustart<N>gehen.	Das Apple TV neu starten					https://support.apple.com/de-ch/HT201836
$flow.tv.app._CheckIfSaltTVNeedsUpdate	Wenn ein Update erforderlich ist, die Salt TV App aktualisieren.<N><N>Dem Kunden empfehlen, automatische App-Updates einzurichten. 	Ist die Salt TV-App auf der neuesten Version?  	tv/updatesalttv	Aktualisiert			https://qoof.salt.ch/de/customer-process/configure/manage_appletv_salttv/salttv/update_salt_tv_app
$flow.tv.app.WhatAppleTVcnxType	Welche Verbindungsart hat der Kunde?	Wie ist das Apple TV an die Fiber Box angeschlossen?		On LAN	On WiFi		
$flow.tv.app.IsIssueWithOtherApps		Tritt das Problem nur mit Salt TV oder auch mit anderen Apple TV-Apps auf?					
$flow.tv.app.CanCheckWithLan		Können Sie versuchen, das Apple TV über LAN anzuschliessen?					
$flow.tv.services.IsMessageInvitingToContactCC	Wenn die Mitteilung den Nutzer auffordert, den Kundendienst zu kontaktieren, könnte der Kunde gesperrt sein.<N>Wenn die Mitteilung ein Problem mit der Internetverbindung betrifft, werden wir die Internetverbindung des Apple TV überprüfen.<N>Wenn keine Mitteilung vorliegt, setzen wir die Fehlersuche bei der Salt TV App fort.	Poppt in der App eine Mitteilung auf?		Yes, inviting to contact Ccare	No message	Yes, internet issue	
$flow.tv.services.IsMessageInvitingToContactCC	Wenn dies der Fall ist, kann der Kunde gesperrt werden.	Gibt es eine Nachricht, die den Kunden auffordert, den Kundendienst anzurufen?		Ja	Keine Nachricht		
$flow.tv.services._ActivateTVServicesVTI	In:<N><T>- VTI -> Angebotsverwaltung ->  Instrumententafel -> TV<N><N>Klick auf <Q>TV-Benutzer aktivieren>	TV-Dienste in VTI aktivieren	tv/activatetvuseren	Aktiv			https://qoof.salt.ch/de/customer-process/use_trouble/tv/salttv_automatic_deactivation_after_non_use
$flow.tv.services.IsTVServicesActiveVTI	Geht zu:<N><T>- VTI -> Angebotsverwaltung -> Instrumententafel -> TV	Sind die TV-Dienste in VTI aktiv?	tv/activetvservice	Aktiv 	Problem		
$flow.tv.services.IsBasicTvPackageVisible		In VTI prüfen, ob der Kunde über Basispakete verfügt		Ja, aber <LQ>Ich möchte kein TV<RQ>	Keine		
$flow.tv.services.IsBarringVisible		In VTI überprüfen, ob eine Sperre (barring) vorhanden ist		Ja <LQ>Keine Nutzung<RQ>	Keine Sperre	Ja <LQ>Collection<RQ>	https://qoof.salt.ch/customer-process/use_trouble/tv/salttv_automatic_deactivation_after_non_use
$flow.tv.WhatIStheTVIssue	Problem der Fernbedienung auswählen <N><T>- Siri Remote<N><T>- Salt TV Remote<N><N>TV-Problem auswählen<N><T>- Apple TV<N><T>- Salt TV App<N><T>- Sender <N><T>- Funktion <N><T>- Einrichtung<N><T>- usw	Welches Problem haben Sie?		Kann die Fernbedienung nicht benutzen	Ton ist schlecht	Kann kein Fernsehen gucken	
$flow.tv._OpenSaltTVApp		Die Salt TV App öffnen					
$flow.tv.ChekSaltTVKNownBugs	Überprüfen ob eine allgemeine Salt TV Störung oder eine Störung betreffend den spezifischen Sender in Qoof veröffentlicht ist.<N>Status <Q>Open<Q> 	Gibt es derzeit eine laufende Salt TV Störung in Qoof?		Ja, es gibt eine Störung	Keine Störung		https://qoof.salt.ch/de/bug/services/salt_tv_known_bugs
$flow.tv.CanExploreMenu		Können Sie im Salt TV Menü navigieren?	appletv/explore/de				
$flow.tv.WhatIssueWithApp	Senderproblem = Ich kann keinen TV Sender empfangen.<N> Funktionsproblem: Einige App-Funktionen funktionieren nicht	Handelt es sich um ein Sender- oder Funktions-Problem?		Sender	Funktion		
$flow.tv._InformSaltIsFixing	Beendet den Aufruf höflich. Entschuldigt euch für die Unannehmlichkeiten	Unsere Techniker sind dabei, es zu lösen.					
$flow.tv._CreateSOTicketSaltTV	Ein Ticket [541] wird automatisch generiert, wenn der nächste Schritt erreicht wird. Erstelle nicht manuell (SuperOffice) eines. Eine Kopie des Inhalts wird an deine Mailbox geschickt.	Automatische Ticket-Erstellung [541] in SuperOffice					
$flow.tv.services.IsSaltTVWorkingNow	Wenn Salt TV  beim Kunden nicht funktioniert, bittet ihn, sich von Salt TV aus- und wieder einzuloggen.	Funktioniert Salt TV jetzt?					
$flow.tv.services._ChangeBasicPackage		In VTI. Ändert den Basissender gemäss Wunsch des Kunden.					
$flow.tv.services.DoesWantTVNow	Besprecht das Angebot mit dem Kunden.<N> Informiert ihn über die Gebühren.<N>Wählt den gewünschten Basissender.<N>Wählt die gewünschte Anzahl Apple TV.	Möchten Sie Salt TV jetzt?					
$flow.tv.services._CreateTicketTwoOneFive		Automatische Ticket-Erstellung [215] in SuperOffice					
$flow.tv.services.DidCustomerPaidActivationFees	Prüft in VTI > Abrechnungsinformation > Aktivierungsgebühr. Falls er die Aktivierungsgebühr noch nicht bezahlt hat, muss er die TV-Option jetzt aktivieren (beinhaltet Apple TV 4K).	Hat der Kunde eine Aktivierungsgebühr (CHF 99.95) bezahlt?	vti/billing/activation_fees/paid_not_paid				
$flow.tv.network.HowConnected		Wie ist das Apple TV verbunden?		WLAN (WiFi)	LAN		
$flow.tv.network.IsOtherWifiDeviceOK	Mit einem Telefon, Computer usw.<N>Vergewissert euch, dass ihr dieselbe WiFi-Verbindung testet (2.4 oder 5 Ghz).	Testen Sie die WiFi-Verbindung mit einem anderen Gerät im selben Raum		Funktioniert mit einem anderen Gerät	Funktioniert auch nicht		
$flow.tv.network.DidnetworkSolved		Ist das Problem gelöst?					
$flow.tv.network.CanReconnectWiFi		Verbinden Sie das Apple TV wieder mit WLAN (WiFi)		Funktioniert jetzt	Funktioniert immer noch nicht		
$flow.tv.network.CanCheckWithLan		Kann sich das Apple TV mit LAN verbinden?					
$flow.tv.network._TesLanCableWithComputer		Öffnet tv.salt.ch von einem Computer aus, der mit LAN verbunden ist.					
$flow.tv.network._ForgetWifiOnAppleTV	Auf diese Weise kann der Name und das Passwort des WLAN-Profils aus dem Apple TV Speicher gelöscht werden.	"Löschen Sie das aktuelle WLAN-Profil (Funktion ""Vergessen"")"					
$flow.tv.network._EnsureLanCableWellPlugged		Vergewissern Sie sich, dass das LAN-Kabel an beiden Enden richtig eingesteckt ist.					
$flow.tv.remote.exttv.DoesVolumeChangeOnTV	Wenn die Fernbedienung mit einem TV-Bildschirm gekoppelt ist, sollte die Lautstärke wie mit einer gewöhnlichen Fernbedienung geändert werden können.<N> Wenn sich die Lautstärke ändert, funktioniert die Fernbedienung gut.	Wenn Sie auf Ihrer Fernbedienung die Lautstärketasten drücken, <N>ändert sich die Lautstärke Ihres Fernsehers?					
$flow.tv.remote.exttv.WantsToPairRemoteWithTV	Falls nicht, setzen wir die Fehlersuche der TV-App fort für den Fall, dass das Problem des Kunden nicht mit der Fernbedienung zusammenhängt.	Möchten Sie Ihre Salt TV-Fernbedienung mit Ihrem Fernseher koppeln?					
$flow.tv.remote.exttv._PressMenuAndOK		Drücken Sie auf der Fernbedienung MENU + OK bis die rote LED blinkt.					
$flow.tv.remote.exttv._AimAtTVAndClick	Kunde muss mehrmals auf P^ klicken, <N>bis die TV-Lautstärke auf dem Fernseher angezeigt wird<N>Klickt mehrere Dutzend Mal, <em>da jeder Klick-Scan zu einem anderen TV-Typ gehört<em>	Zeigen Sie mit der Fernbedienung auf den Fernseher und klicken Sie mehrmals auf P^					
$flow.tv.remote.exttv.MenuVoluemDisplaysOnTV	Die Lautstärke kann auch mit den Lautstärketasten + oder - geändert werden.	Wird das Lautstärke-Menü auf dem Fernseher angezeigt?					
$flow.tv.remote.exttv._ClickOKOnRemote	Die Kopplung war erfolgreich. <N><N>Jetzt fahren wir mit dem Troublshooting der TV-App fort für den Fall, dass das Problem des Kunden nicht mit der Fernbedienung zusammenhängt.	Klicken Sie auf der Fernbedienung auf OK					
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
