FLAG	DETAILS	TITLE	ILLUSTRATION	RIGHT-BTN	LEFT-BTN	MID-BTN	QOOK
$flow.nointernet.fiberbox.NormalRxValues	<N>In <LQ>VTI > Angebotsverwaltung > Instrumententafel > Router > See History > RX<RQ> prüfen<N>wenn RX > -11 dBm ist, ist nicht normal <N>oder<N>wenn RX < -21 dBm ist, ist nicht normal	Liegen die RX-Werte innerhalb der Standardnorm? (über -21dBm)	vti/rx-values-de	Ja	Nein		
$flow.nointernet.fiberbox.BootSequence	<T>- Fiber LED ROT (stabil/blinkend),<N><T> - Fiber LED GRÜN blinkend,<N> WWW OFF,<N> Fiber LED OFF	Ist die Boot-Sequenz:					
$flow.nointernet.fiberbox.FiberLedGreenStable		Wie leuchtet die Fiber-LED ?		Grün und stabil	Anders	Blinkt rot/grün	
$flow.nointernet.fiberbox.IconRedNoRX		Kein RX-Wert und rotes Symbol?					
$flow.nointernet.so._CreateTicketModemCNX	Ein Ticket [521] wird automatisch generiert, wenn der nächste Schritt erreicht wird. Erstelle nicht manuell (SuperOffice) eines. Eine Kopie des Inhalts wird an deine Mailbox geschickt.<N><N>Informieren, dass:<N><T>- ein technisches Ticket zur weiteren Abklärung an unseren technischen Dienst weitergeleitet wurde.<N><T>- wir ihn kontaktieren könnten.<N><T>- er so schnell wie möglich ein Feedback erhalten wird.<N><T>- <em>die Box während des gesamten Lebenszyklus des Tickets bei ihm immer mit Strom versorgt (230V) und angeschlossen (SFP, Fiber, OTO) sein muss.<em>	Automatische Ticket-Erstellung [521] in SuperOffice 					
$flow.nointernet.so._InformTicketStatus	Die fehlenden Informationen im Ticket erfassen, falls angegeben.	Den Kunden über den Status des Tickets informieren	general/conversation				
$flow.nointernet.so.ModemConnectionTicketOpen		Gibt es ein offenes S.O. 1.Modem Connection [521] Ticket?					
$flow.nointernet.so.IsTicketOpened	Entweder technisches Ticket:<N><T>- TV and Video Services - Salt TV Problem <N><T>- Modem Connection<N><T>- Wifi / WLAN problem<N><T>- Box Swap (under condition)<N><T>- WWW LED OFF <N><N> Oder Ticket bezgl. Bestellung: <N><T>- Plug in Use info<N><T>- OTO Given by customer<N><T>- Order Status check request<N><T>- OTO - Wrong OTO connected<N><N>Oder Ticket zu sonstigen Anfragen:<N><T>- Umzug<N><T>- Kündigung<N><N>Es gibt folgende Ticket-Status: Raised / Pending customer / Pending other teams / Re-open / Pending future date.<N><N>Auch zu überprüfen in “VTI -> Kundenereignis-Protokolle” und S.O. -> Prüfen, ob ein Wrap-Up existiert zu kürzlich stattgefundenem Austausch mit dem Kunden.	In S. O. « Cases » und « Email » überprüfen, ob bereits ein Ticket zum selben Problem offen ist.	so/techticketopened	Recaller	Kein kürzliches Ticket		https://cs.salt.ch/scripts/ticket.fcgi?_sf=0&action=searchTable&table=person&_activeMenu=1
$flow.nointernet.vti.CheckContractorVTI	Den Kunden mit<N><T>-Rechnungskontonummer,<N><T>-Name,<N><T>- E-Mail-Adresse,<N><T>- usw.<N> suchen.<N><N>In VTI überprüfen, ob der geöffnete Vertrag dem Kunden entspricht.<N>Kopiert die ganze Seite mit den <em>Informationen zum Rechnungskonto<em> (CTRL+A, CTRL+C) per Copy-Paste hier hinein (CTRL + V). <N><N>Die VoIP-Nummer kopieren (CTRL + C) und ins Feld VoIP N° einfügen. Sicherstellen, dass die Person unter der angegebenen Kontaktnummer erreichbar ist. <Q>.<N>Ggf. eine andere Nummer eingeben.	Ist der Kunde im VTI eindeutig identifizierbar?	vti/copy_all	Richtig	Nicht auffindbar		https://qoof.salt.ch/de/knowledge/admin/tools/search_customers_in_vti
$flow.nointernet.vti.ActivationDone	Provisioning completed in VTI?	Ist der Kunde aktiv?	vti/provisioning-completed				https://qoof.salt.ch/de/knowledge/admin/order/comand_completed
$flow.nointernet.vti.IconStatusBoxManagement	In VTI > Angebotsverwaltung > Instrumententafel > Router<N><T>-<b>Refresh<b> (rechte Taste).<N><T>- WANMGT muss grün sein<N><T>- WANHSI muss grün sein	Ist der Router-Status (WANMGT, WANHSI) GRÜN?	flow/nointernet/vti/IconStatusBoxManagement-de	Grün	Rot		
$flow.nointernet.vti.IsBarred	Internet-Dienste durch Finance gesperrt:<N><T>- VTI -> Angebotsverwaltung -> Instrumententafel -> ONT Config TFTP<N><N>Wenn gesperrt:<N><T>- IP4_Gateway=127.0.0.1<N><T>- IP6_StaticGateway=::1	Ist der Kunde gesperrt?	vti/Databarred				
$flow.nointernet.postLedChecks.WasInternetWorkingBefore	Box Management-Verlauf überprüfen	Funktionierte Internet zuvor?					
$flow.nointernet.postLedChecks.IsSerialNumberCorrect	<N><T>1. Sich vor die Box stellen<N><T>2. Die Box umdrehen (Unterseite nach oben)<N><T>3. Beide Daumen auf den Deckel legen<N><T>4. Den Deckel nach vorne schieben<N><T>5. Den Deckel ganz entfernen<N><T>6. Die Seriennummer steht nach S/N:	Entspricht die Seriennummer auf der Box derjenigen in VTI?	box/serialfind				
$flow.nointernet.postLedChecks._ReadSerialNumber	Den Kunden unterstützen<N>Alle (manuellen) Schritte zum Auffinden der Nummer auf der Box klar beschreiben.	Die Seriennummer der Box eingeben					
$flow.nointernet.postLedChecks._ReadRXValues	Den Kunden unterstützen<N>Anweisen, wie man den RX-Wert findet.<N>Wenn es nicht möglich ist, die Werte zu ermitteln, wenn das einzige Gerät im Haushalt ein AppleTV ist, <b>aaa<b> eingeben. <N><N><em>Wenn es keine automatische Weiterleitung zur Login-Seite erfolgt, diese Adresse manuell eingeben:<N>192.168.1.1/login.htm<em>	RX-Werte eingeben (Verwaltungskonsole der Fiber Box zu Hause)	box/AdminRX-de	RX-Werte oder aaa	Boot-Sequenz anormal	WiFi unsichtbar	https://youtube.com/watch?v=vB61nkVrqj0|https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#pr%C3%BCfung-der-led-sequenz-reihenfolge
$flow.nointernet.so.tckets._SwapBox	Ein Ticket [523] wird automatisch generiert, wenn der nächste Schritt erreicht wird. Erstelle nicht manuell (SuperOffice) eines. Eine Kopie des Inhalts wird an deine Mailbox geschickt.<N><N>Informieren, dass:<N><T>- ein technisches Ticket zur weiteren Abklärung an unseren technischen Dienst weitergeleitet wurde.<N><T>- wir ihn kontaktieren könnten.<N><T>- er so schnell wie möglich ein Feedback erhalten wird.<N><T>- <em>die Box während des gesamten Lebenszyklus des Tickets bei ihm immer mit Strom versorgt (230V) und angeschlossen (SFP, Fiber, OTO) sein muss.<em>	Automatische Ticket-Erstellung [523] in SuperOffice 					
$flow.nointernet.fiberbox.IsWWWLedOff		Leuchtet die WWW-LED grün?		Grün	Aus (leuchtet nicht)		https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.IsWWWLedGreen		Leuchtet die WWW-LED grün?		Grün	Aus (leuchtet nicht)		https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.WhatIsFiberLEDStatus		Wie ist die Fiber-LED?		Grün stabil		Rot, blinkt oder aus	
$flow.nointernet.so.tckets._TvProblem		Automatische Ticket-Erstellung [541]					
$flow.nointernet.fiberbox.FiberLedOff		Die FIBER-LED ist ausgeschaltet?					
$flow.nointernet.customer.HasCustomerLEXnetworkIssue	Die LEX und LTO in VTI finden, mit der Liste der Dienstvorfälle in Qoof vergleichen	Gibt es einen Zwischenfall in LEX?	vti/lexincident	Ja, informieren, dass das Problem behoben wird.			https://qoof.salt.ch/bug/services/services_major_incidents
$flow.nointernet.so.tckets._SOWWWLedOff	<N>Informieren, dass:<N><T>- ein technisches Ticket zur weiteren Abklärung an unseren technischen Dienst weitergeleitet wurde.<N><T>- wir ihn kontaktieren könnten.<N><T>- er so schnell wie möglich ein Feedback erhalten wird.<N><T>- <em>die Box während des gesamten Lebenszyklus des Tickets bei ihm immer mit Strom versorgt (230V) und angeschlossen (SFP, Fiber, OTO) sein muss.<em>'	Automatische Ticket-Erstellung [524] in SuperOffice 					
$flow.nointernet.fiberbox.IsBoxReachable	Den Status der Box aktualisieren: VTI > <LQ>Manage router box<RQ> > <LQ>Aktualisieren status<RQ><N>(Wichtig: Die Aktualisierung muss jedes Mal gemacht werden! Sonst wird der effektive Status der Box nicht angezeigt.)<N>Falls die Box nicht verfügbar ist, überprüft das Datum, an sie zuletzt online war. Fragt den Kunden, ob an diesem Datum ein Umzug oder Bauarbeiten durchgeführt wurden (Reparaturen/Renovierungen, Malerarbeiten usw.).	Im VTI: Ist die Box erreichbar?	vti/IsBoxReachable_en				
$flow.nointernet.fiberbox._IsBootAbnormal	In einer normalen Boot-Sequenz blinken die ersten 3 LEDs nacheinander von links beginnend und werden dann grün und stabil<N>1. Strom <N>2. Fiber <N>3. WWW<N><N>Nicht normale LED-Sequenzen :<N>NON STOP REBOOT (startet immer wieder neu auf)<N>Fiber-LED blinkt rot/grün<N>WWW-LED AUS	War die Boot-Sequenz nicht normal?		Abnormal	WWW off/Fiber Blink	Alles normal	https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#startphase
$flow.nointernet.fiberbox.WhatColorBlink		Fiber LED blinkt Rot oder Grün	box/fiber_blinks_red_or_green	Rot	Grün		
$flow.nointernet.fiberbox.WhichWeirdBoot	# <Q>POWER<Q> grün, <Q>FIBER<Q> rot, keine andere LED-Anzeige<N><T>- <Q>POWER<Q> grün, <Q>FIBER<Q> rot, <N><T>- keine andere LED-Anzeige startet auf <N><N># Alle LAN-LEDs grün, <Q>POWER<Q> grün, <Q>FIBER<Q> rot, keine andere LED-Anzeige<N><T>- Power grün, Fiber rot, <N><T>- keine andere LED-Anzeige startet auf, <N><T>- auf der Rückseite der Box sind alle grünen LEDs der LAN-Ports eingeschaltet, auch wenn kein LAN-Kabel eingesteckt ist<N><N># Alle LEDs  1 Sek, Power grün, Fiber rot <N><T>- alle LEDs 1 Sek. lang<N><T>- Power grün, keine andere LED startet in den ersten 90 Sek nach dem Einschalten auf<N><N># Non-stop Neustart<N>kein USB-Gerät ist eingesteckt und die Box startet ständig neu auf:<N><T>- Power grün, Fiber rot <N><T>- alle LEDs 1 Sekunde lang <N><T>- Und immer wieder...	Welcher Neustart verläuft nicht normal?					
$flow.nointernet.vti.IsWishDatePassed	"Das Wunschdatum (<Q>Wish date<Q>) findet ihr in:<N>Kundenereignis-Protokolle > <Q>Abo<Q>-Linie<N><N>. Falls das Wunschdatum bereits vorbei ist, muss das Second Level untersuchen; anderenfalls teilt dem Kunden mit, dass sein Abo am Wunschdatum aufgeschaltet wird."	Ist das Wunschdatum in VTI schon vorbei?	vti/whishdate				
$flow.nointernet.vti._SoOrderNotComplete	Sobald ihr zum nächsten Schritt übergeht, wird automatisch ein Ticket generiert (ihr erhaltet eine Kopie des Inhalts per E-Mail). Kein manuelles Ticket erstellen (SuperOffice). <N><N>Informiert den Kunden wie folgt:<N><T>- Ein technisches Ticket wird zur sorgfältigen Analyse an unsere technische Abteilung weitergeleitet.<N><T>- Der Kunde wird eventuell kontaktiert.<N><T>- Er wird so schnell wie möglich ein Feedback erhalten.<N><T> - <em>Die Box muss während der gesamten Bearbeitungszeit eines Tickets immer mit Strom versorgt (230V) und eingesteckt sein (SFP, Glasfaser, OTO).<em>	Automatische Erstellung eines Tickets [414] in SuperOffice					
